エリア,No.,落札日,案件名,機関（発注者名）,落札会社名,落札価格（円）,支店名,電話番号,担当者,メールアドレス,Mazricaコンタクト,アプローチ方法,ステータス,最終接点日,Malme担当,アクション履歴
関東,524,2026/3/11,R7常陸河川国道管内橋梁補修設計(その1)業務,国土交通省(MLIT) 関東地方整備局,大日本ダイヤコンサルタント株式会社,56350000,,,,,,,,,,
関東,525,2026/3/23,R7新山梨環状道路地質調査(その2)業務,国土交通省(MLIT) 関東地方整備局,大日本ダイヤコンサルタント株式会社,32590000,,,,,,,,,,
関東,526,2026/3/23,R7新山梨環状道路地質調査(その1)業務,国土交通省(MLIT) 関東地方整備局,日本工営株式会社,36730000,,,,,,,,,,
関東,527,2026/3/17,R7常陸河川国道管内道路詳細修正設計(その2)業務,国土交通省(MLIT) 関東地方整備局,株式会社長大,35800000,,,,,,,,,,
関東,528,2026/3/4,R8北千葉道路(市川・松戸)用地取得促進監理業務,国土交通省(MLIT) 関東地方整備局,関東建設マネジメント株式会社,,,,,,,,,,,
関東,529,2026/3/4,R8北千葉道路(市川・松戸)事業監理業務,国土交通省(MLIT) 関東地方整備局,R8北千葉道路(市川・松戸)事業監理日本工営・日本シビックコンサルタント設計,,,,,,,,,,,
関東,530,2026/3/5,R8・R9国道6号日立バイパス外事業監理業務,国土交通省(MLIT) 関東地方整備局,R8・R9国道6号日立バイパス外事業監理業務中央復建コンサルタンツ・ティ・ケイエンジ設計共同体,,,,,,,,,,,
関東,531,2026/3/5,R7那珂川緊急治水対策プロジェクト事業監理業務,国土交通省(MLIT) 関東地方整備局,R7那珂川緊急治水対策プロジェクト事業監理業務長大・関東建設マネジメント設計共同体,,,,,,,,,,,
関東,532,,R8・R9本庄道路事業監理業務,国土交通省(MLIT) 関東地方整備局,R8・R9本庄道路事業監理業務関東地域づくり協会・三井共同建設コンサルタント設計共同体,,,,,,,,,,,
関東,533,2026/2/27,R8・R9大宮国道管内電線共同溝事業監理業務,国土交通省(MLIT) 関東地方整備局,株式会社近代設計,,,,,,,,,,,
関東,534,,R8・R9新大宮上尾道路外事業監理業務,国土交通省(MLIT) 関東地方整備局,R8・R9新大宮上尾道路外事業監理業務建設技術研究所・復建技術コンサルタント設計共同体,,,,,,,,,,,
関東,535,2026/3/9,皇宮警察学校(25)工事監理業務,国土交通省(MLIT) 関東地方整備局,皇宮警察学校(25)工事監理業務日和エンジニアリング・美景舎設計共同体,20000000,,,,,,,,,,
関東,536,2026/3/4,足立地方合同庁舎外(25)建築改修設計業務,国土交通省(MLIT) 関東地方整備局,株式会社荒木総合計画事務所,22580000,,,,,,,,,,
関東,537,2026/3/10,R7国道357号検見川立体道路設計他G16業務,国土交通省(MLIT) 関東地方整備局,大日本ダイヤコンサルタント株式会社,17800000,,,,,,,,,,
関東,538,2026/3/12,R8品川駅西口駅前広場整備検討他業務,国土交通省(MLIT) 関東地方整備局,株式会社オリエンタルコンサルタンツ,,,,,,,,,,,
関東,539,2026/3/11,R7両国橋構造検討業務,国土交通省(MLIT) 関東地方整備局,株式会社エイト日本技術開発,,,,,,,,,,,
関東,540,2026/3/4,R7利根砂防火山噴火災害対策ナビゲーションシステム検討業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,,,,,,,,,,,
関東,541,2026/3/12,R8国道15号品川駅西口基盤整備施工計画検討他業務,国土交通省(MLIT) 関東地方整備局,パシフィックコンサルタンツ株式会社,,,,,,,,,,,
関東,542,2026/2/26,R8圏央道事業監理G4業務,国土交通省(MLIT) 関東地方整備局,パシフィックコンサルタンツ株式会社,,,,,,,,,,,
関東,543,2026/1/14,【関東地方整備局、本局】R7霞ヶ浦河川水面清掃船解体業務,国土交通省(MLIT) 関東地方整備局,松原建設株式会社,29000000,,,,,,,,,,
関東,544,2026/3/12,R7荒川上流テレメータ設備他詳細設計業務,国土交通省(MLIT) 関東地方整備局,株式会社長大,14210000,,,,,,,,,,
関東,545,2026/3/12,R7国道4号西那須野道路詳細設計業務,国土交通省(MLIT) 関東地方整備局,大日本ダイヤコンサルタント株式会社,13730000,,,,,,,,,,
関東,546,2026/2/26,R8久慈川緊急治水対策プロジェクト事業監理業務,国土交通省(MLIT) 関東地方整備局,R8久慈川緊急治水対策プロジェクト事業監理業務関東建設・建設技術研究所設計共同体,,,,,,,,,,,
関東,547,2026/2/26,R8久慈川緊急治水対策工事監督支援業務,国土交通省(MLIT) 関東地方整備局,R8久慈川緊急治水対策工事監督支援業務関東建,,,,,,,,,,,
関東,548,2026/3/4,長野第2合同外(25)建築改修設計業務,国土交通省(MLIT) 関東地方整備局,株式会社アイエーディー建築事務所,13890000,,,,,,,,,,
関東,549,2026/1/8,【関東地方整備局、国営昭和記念公園事務所】R7大磯空調設備等保守点検業務,国土交通省(MLIT) 関東地方整備局,セントラル総業株式会社,650000,,,,,,,,,,
関東,550,2025/8/27,R7・R8土浦国道管内外橋梁点検業務,国土交通省(MLIT) 関東地方整備局 常陸河川国道事務所,三井共同建設コンサルタント株式会社,188300000,,,,,,,,,,
関東,551,2025/9/22,R7横浜国道事務所管内舗装点検業務,国土交通省(MLIT) 関東地方整備局 横浜国道事務所,株式会社パスコ,18250000,,,,,,,,,,
関東,552,2025/12/24,令和7年度 東京国際空港空港アクセス鉄道引上線シールドトンネル他構造解析等業務,国土交通省(MLIT) 関東地方整備局 東京空港整備事務所,パシフィックコンサルタンツ株式会社,49610000,,,,,,,,,,
関東,553,2026/3/5,R7江戸川管内大型情報表示設備他詳細設計業務,国土交通省(MLIT) 関東地方整備局,日本工営エナジーソリューションズ株式会社,35190000,,,,,,,,,,
関東,554,2026/3/5,R7常陸河川国道管内電線共同溝整備計画検討他業務,国土交通省(MLIT) 関東地方整備局,株式会社長大,,,,,,,,,,,
関東,555,2026/2/19,R7利根川下流管内治水対策検討業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,,,,,,,,,,,
関東,556,,R7霞ヶ浦導水高浜地区周辺影響検討業務,国土交通省(MLIT) 関東地方整備局,R7霞ヶ浦導水高浜地区周辺影響検討業務オリエンタルコンサルタンツ・アサノ大成基礎エンジニアリング設計共同体,,,,,,,,,,,
関東,557,2026/3/23,R7宇都宮国道管内交通安全対策事業に伴う拡幅計画検討業務,国土交通省(MLIT) 関東地方整備局,大日本ダイヤコンサルタント株式会社,24992000,,,,,,,,,,
関東,558,2025/12/19,【関東地方整備局、首都国道事務所】R7首都国道土地履歴調査等業務,国土交通省(MLIT) 関東地方整備局,株式会社オオバ,4600000,,,,,,,,,,
関東,559,2026/2/25,R7泉町地下駐車場機械設備詳細設計業務,国土交通省(MLIT) 関東地方整備局,日本工営エナジーソリューションズ株式会社,21400000,,,,,,,,,,
関東,560,2025/12/18,【関東地方整備局、利根川ダム統合管理事務所】R7利根川ダム水文観測機器(水位計他)更新業務,国土交通省(MLIT) 関東地方整備局,有限会社タイプエス,5750000,,,,,,,,,,
関東,561,2026/2/18,R7江戸川下流部盛土検討設計業務,国土交通省(MLIT) 関東地方整備局,株式会社オリエンタルコンサルタンツ,29000000,,,,,,,,,,
関東,562,2026/2/19,R7大宮国道交通結節点計画検討業務,国土交通省(MLIT) 関東地方整備局,R7大宮国道交通結節点計画検討業務オリエンタルコンサルタンツ・ドーコン設計共同,,,,,,,,,,,
関東,563,2026/2/26,令和7年度 川崎港臨港道路用地測量業務(その2),国土交通省(MLIT) 関東地方整備局 京浜港湾事務所,国際測地株式会社,14220000,,,,,,,,,,
関東,564,2026/2/26,R7大宮国道管内空中写真測量業務,国土交通省(MLIT) 関東地方整備局,株式会社パスコ,21030000,,,,,,,,,,
関東,565,2026/2/25,R7千葉国道管内神門交差点測量F12業務,国土交通省(MLIT) 関東地方整備局,空間情報サービス株式会社,8050000,,,,,,,,,,
関東,566,2026/3/3,R7国道17号本庄道路2期詳細設計他業務,国土交通省(MLIT) 関東地方整備局,株式会社綜合技術コンサルタント,32650000,,,,,,,,,,
関東,567,2026/2/25,R7荒川橋りょう周辺道路等修正設計業務,国土交通省(MLIT) 関東地方整備局,セントラルコンサルタント株式会社,24720000,,,,,,,,,,
関東,568,2026/2/25,R7大宮国道管内道路調査等検討業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,26290000,,,,,,,,,,
関東,569,2026/2/26,R7小貝川流量観測高度化業務,国土交通省(MLIT) 関東地方整備局,株式会社新星コンサルタント,29000000,,,,,,,,,,
関東,570,2025/12/11,R6江戸川管内建築改修その他設計業務,国土交通省(MLIT) 関東地方整備局,株式会社友水設計,59730000,,,,,,,,,,
関東,571,2026/2/17,R7横浜国道事務所管内橋梁他補修設計業務,国土交通省(MLIT) 関東地方整備局,株式会社オリエンタルコンサルタンツ,44430000,,,,,,,,,,
関東,572,2026/2/17,R7横浜国道管内地質調査業務,国土交通省(MLIT) 関東地方整備局,株式会社東京ソイルリサーチ,23030000,,,,,,,,,,
関東,573,2026/3/9,R7中川・綾瀬川治水対策検討業務,国土交通省(MLIT) 関東地方整備局,株式会社東京建設コンサルタント,57002000,,,,,,,,,,
関東,574,2026/3/17,R7江戸川治水対策検討業務,国土交通省(MLIT) 関東地方整備局,パシフィックコンサルタンツ株式会社,62656000,,,,,,,,,,
関東,575,2026/2/17,R7国道17号本庄道路1期詳細修正設計他(その2)業務,国土交通省(MLIT) 関東地方整備局,株式会社綜合技術コンサルタント,28290000,,,,,,,,,,
関東,576,2026/2/13,R7常陸河川国道管内道路詳細修正設計(その1)業務,国土交通省(MLIT) 関東地方整備局,株式会社エイト日本技術開発,41210000,,,,,,,,,,
関東,577,2026/2/13,R7・R8二瀬ダム土砂還元効果調査業務,国土交通省(MLIT) 関東地方整備局,株式会社建設環境研究所,12900000,,,,,,,,,,
関東,578,2026/2/25,R7品木ダム処分場予定地地質調査業務,国土交通省(MLIT) 関東地方整備局,川崎地質株式会社,23230000,,,,,,,,,,
関東,579,2026/2/5,R7利根上坂東市小山築堤外用地調査等業務,国土交通省(MLIT) 関東地方整備局,株式会社神山設計,33400000,,,,,,,,,,
関東,580,2026/2/25,R7大堀沢西流域地質調査業務,国土交通省(MLIT) 関東地方整備局,川崎地質株式会社,13050000,,,,,,,,,,
関東,581,2026/2/25,R7浅間山砂防施設設計業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,27190000,,,,,,,,,,
関東,582,2026/2/17,R7宇都宮国道管内道路台帳補正業務,国土交通省(MLIT) 関東地方整備局,株式会社格和測量設計,14700000,,,,,,,,,,
関東,583,,R7川治ダム選択取水設備保安ゲート応急対策詳細設計業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,,,,,,,,,,,
関東,584,2026/2/13,R7国道19号山清路防災構造物等設計業務,国土交通省(MLIT) 関東地方整備局,パシフィックコンサルタンツ株式会社,21670000,,,,,,,,,,
関東,585,2026/2/16,R7江戸川下流部管内動態観測等業務,国土交通省(MLIT) 関東地方整備局,株式会社新星コンサルタント,11880000,,,,,,,,,,
関東,586,2026/2/20,R7下館管内防災施設設計業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,38984000,,,,,,,,,,
関東,587,,R7東京外環整備効果検討業務,国土交通省(MLIT) 関東地方整備局,パシフィックコンサルタンツ株式会社,,,,,,,,,,,
関東,588,2026/2/9,R7鶴見川総合治水対策検討業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,29370000,,,,,,,,,,
関東,589,2026/1/29,R7霞ヶ浦整備計画関連検討業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,,,,,,,,,,,
関東,590,2026/1/23,R7宇都宮国道管内道路設計他業務,国土交通省(MLIT) 関東地方整備局,株式会社ピーシーレールウェイコンサルタント,17700000,,,,,,,,,,
関東,591,,R7中部横断道整備計画検討業務,国土交通省(MLIT) 関東地方整備局,株式会社建設技術研究所,,,,,,,,,,,
関東,592,2024/12/6,令和6年度　国道246号土砂災害に伴う災害対策用機械の運搬及びバックホウの遠隔操作業務,国土交通省(MLIT) 関東地方整備局 関東技術事務所,株式会社熊谷組,1804000,,,,,,,,,,
関東,593,2026/2/4,R7新山梨環状道路設計業務,国土交通省(MLIT) 関東地方整備局,株式会社綜合技術コンサルタント,28710000,,,,,,,,,,
関東,594,,R7利根川水系砂防事務所防災教育支援検討業務,国土交通省(MLIT) 関東地方整備局,国際航業株式会社,,,,,,,,,,,
関東,595,2026/2/9,R7国道17号本庄道路1期詳細修正設計他(その1)業務,国土交通省(MLIT) 関東地方整備局,株式会社復建技術コンサルタント,35920000,,,,,,,,,,
関東,596,2026/2/3,R7甲府河川国道管内道路測量業務,国土交通省(MLIT) 関東地方整備局,昭和測量株式会社,6520000,,,,,,,,,,
関東,597,2025/12/25,【関東地方整備局 横浜国道事務所】R7横浜国道管内広報用航空写真撮影業務,国土交通省(MLIT) 関東地方整備局 横浜国道事務所,近代航空株式会社,1700000,,,,,,,,,,
関東,598,2026/2/16,R7江戸川河道整備検討業務,国土交通省(MLIT) 関東地方整備局,いであ株式会社,59983000,,,,,,,,,,
関東,599,,R6東京外環地下水観測業務,国土交通省(MLIT) 関東地方整備局 東京外かく環状国道事務所,応用地質株式会社,90640000,,,,,,,,,,
関東,600,2025/11/14,【関東地方整備局、千葉国道事務所】R7千葉国道道路・地形更新データ等作成業務,国土交通省(MLIT) 関東地方整備局,空間情報サービス株式会社,4510000,,,,,,,,,,
関東,601,2026/1/19,R7D相武国道事務所管内電線共同溝設計他業務,国土交通省(MLIT) 関東地方整備局,中央コンサルタンツ株式会社,14520000,,,,,,,,,,
